loss,grad_norm,learning_rate,epoch,step,eval_loss,eval_cer,eval_runtime,eval_samples_per_second,eval_steps_per_second,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss
0.2792885971069336,3.428156614303589,4.687074829931973e-06,5.328798185941043,2350,,,,,,,,,,
0.317298526763916,2.0455055236816406,4.573696145124717e-06,5.442176870748299,2400,,,,,,,,,,
,,,5.442176870748299,2400,0.09971984475851059,0.0402034284712175,45.9905,9.85,1.239,,,,,
0.2760343360900879,2.269737720489502,4.460317460317461e-06,5.555555555555555,2450,,,,,,,,,,
0.27143278121948244,2.0867443084716797,4.346938775510205e-06,5.668934240362812,2500,,,,,,,,,,
,,,5.668934240362812,2500,0.09907796233892441,0.03998421675654347,46.1751,9.81,1.234,,,,,
0.2517587852478027,1.8561736345291138,4.233560090702949e-06,5.782312925170068,2550,,,,,,,,,,
0.26891183853149414,2.3026866912841797,4.120181405895692e-06,5.895691609977324,2600,,,,,,,,,,
,,,5.895691609977324,2600,0.1006569117307663,0.040071901442413085,46.421,9.759,1.228,,,,,
0.2733045196533203,2.2553067207336426,4.006802721088436e-06,6.00907029478458,2650,,,,,,,,,,
0.2856431579589844,2.554530620574951,3.89342403628118e-06,6.122448979591836,2700,,,,,,,,,,
,,,6.122448979591836,2700,0.09925667196512222,0.040115743785347886,46.1908,9.807,1.234,,,,,
0.29028451919555665,1.4191356897354126,3.780045351473923e-06,6.235827664399093,2750,,,,,,,,,,
0.27664741516113284,4.671614170074463,3.6666666666666666e-06,6.349206349206349,2800,,,,,,,,,,
,,,6.349206349206349,2800,0.09917959570884705,0.03967732035599982,45.9235,9.864,1.241,,,,,
0.2680230140686035,2.6939711570739746,3.553287981859411e-06,6.462585034013605,2850,,,,,,,,,,
0.25392101287841795,1.7100390195846558,3.439909297052155e-06,6.575963718820862,2900,,,,,,,,,,
,,,6.575963718820862,2900,0.09888872504234314,0.03958963567013021,46.0657,9.834,1.237,,,,,
0.26331314086914065,1.3585940599441528,3.3265306122448983e-06,6.6893424036281175,2950,,,,,,,,,,
0.26378057479858397,1.7265897989273071,3.2131519274376422e-06,6.802721088435375,3000,,,,,,,,,,
,,,6.802721088435375,3000,0.09881186485290527,0.03972116269893463,46.1876,9.808,1.234,,,,,
0.24584024429321288,1.9061381816864014,3.0997732426303857e-06,6.91609977324263,3050,,,,,,,,,,
0.24939510345458984,1.0761303901672363,2.9863945578231296e-06,7.029478458049887,3100,,,,,,,,,,
,,,7.029478458049887,3100,0.09948723763227463,0.03967732035599982,46.479,9.746,1.226,,,,,
0.24030860900878906,1.1874891519546509,2.873015873015873e-06,7.142857142857143,3150,,,,,,,,,,
0.25453575134277345,2.383544445037842,2.759637188208617e-06,7.2562358276643995,3200,,,,,,,,,,
,,,7.2562358276643995,3200,0.09899378567934036,0.03967732035599982,45.9584,9.857,1.24,,,,,
0.25834720611572265,1.9322689771652222,2.646258503401361e-06,7.369614512471656,3250,,,,,,,,,,
0.27980545043945315,3.0751280784606934,2.5328798185941044e-06,7.482993197278912,3300,,,,,,,,,,
,,,7.482993197278912,3300,0.09874433279037476,0.03967732035599982,45.8114,9.888,1.244,,,,,
0.2639708137512207,1.8229303359985352,2.4195011337868484e-06,7.596371882086168,3350,,,,,,,,,,
0.2661780548095703,1.7623116970062256,2.306122448979592e-06,7.709750566893424,3400,,,,,,,,,,
,,,7.709750566893424,3400,0.09846994280815125,0.039545793327195405,45.586,9.937,1.25,,,,,
0.2596308135986328,11.945831298828125,2.1927437641723358e-06,7.8231292517006805,3450,,,,,,,,,,
0.2597102928161621,2.15372371673584,2.0793650793650797e-06,7.936507936507937,3500,,,,,,,,,,
,,,7.936507936507937,3500,0.09869928658008575,0.039808847384804245,46.4791,9.746,1.226,,,,,
0.26819692611694335,1.759832739830017,1.965986394557823e-06,8.049886621315192,3550,,,,,,,,,,
0.26626543045043943,2.2881152629852295,1.852607709750567e-06,8.16326530612245,3600,,,,,,,,,,
,,,8.16326530612245,3600,0.09808484464883804,0.03985268972773905,45.2165,10.018,1.261,,,,,
0.2539228630065918,8.424606323242188,1.7392290249433108e-06,8.276643990929704,3650,,,,,,,,,,
0.25601879119873044,2.14966082572937,1.6258503401360545e-06,8.390022675736962,3700,,,,,,,,,,
,,,8.390022675736962,3700,0.09826445579528809,0.0395019509842606,45.9976,9.848,1.239,,,,,
0.2581903076171875,1.0029247999191284,1.5124716553287982e-06,8.503401360544217,3750,,,,,,,,,,
0.27826366424560545,2.687901258468628,1.3990929705215419e-06,8.616780045351474,3800,,,,,,,,,,
,,,8.616780045351474,3800,0.09817329794168472,0.039545793327195405,46.1024,9.826,1.236,,,,,
0.25655397415161135,4.4987969398498535,1.2857142857142856e-06,8.73015873015873,3850,,,,,,,,,,
0.2468603515625,2.4402313232421875,1.1723356009070295e-06,8.843537414965986,3900,,,,,,,,,,
,,,8.843537414965986,3900,0.09783313423395157,0.03972116269893463,45.708,9.911,1.247,,,,,
0.24860071182250976,1.4041919708251953,1.0589569160997732e-06,8.956916099773242,3950,,,,,,,,,,
0.25832769393920896,2.1953909397125244,9.455782312925171e-07,9.070294784580499,4000,,,,,,,,,,
,,,9.070294784580499,4000,0.09778473526239395,0.03963347801306502,45.9045,9.868,1.242,,,,,
0.2556513023376465,2.1172075271606445,8.321995464852608e-07,9.183673469387756,4050,,,,,,,,,,
0.26135892868041993,3.384565591812134,7.188208616780045e-07,9.297052154195011,4100,,,,,,,,,,
,,,9.297052154195011,4100,0.09784200042486191,0.03972116269893463,45.8729,9.875,1.243,,,,,
0.2688545036315918,1.9735496044158936,6.054421768707483e-07,9.410430839002268,4150,,,,,,,,,,
0.25856924057006836,2.038729667663574,4.92063492063492e-07,9.523809523809524,4200,,,,,,,,,,
,,,9.523809523809524,4200,0.09778159111738205,0.03958963567013021,44.8792,10.094,1.27,,,,,
0.2643268585205078,2.627621650695801,3.786848072562359e-07,9.63718820861678,4250,,,,,,,,,,
0.2621851921081543,1.9369404315948486,2.653061224489796e-07,9.750566893424036,4300,,,,,,,,,,
,,,9.750566893424036,4300,0.09775658696889877,0.03963347801306502,45.8842,9.873,1.242,,,,,
0.24725818634033203,3.1013500690460205,1.519274376417234e-07,9.863945578231293,4350,,,,,,,,,,
0.24923255920410156,2.4428985118865967,3.8548752834467124e-08,9.977324263038549,4400,,,,,,,,,,
,,,9.977324263038549,4400,0.09777368605136871,0.03958963567013021,46.4848,9.745,1.226,,,,,
,,,10.0,4410,,,,,,15717.5827,4.486,0.281,3.3953558091229377e+19,0.33952167109837605
